condition,run,file,npc,culture,probe_id,trait,expected,rating,rating_norm,inferred_rating,alignment,alignment_norm,response
Baseline,20260413_174243,NPC_RESUME_Lorelai_ProPeace_Ranger.txt,Lorelai,Ranger,13,collectivism,high,1,0.0,False,2,1.0,"Doing a service to a friend is a 1 for me. In these trying times, supporting one another strengthens our bonds and fosters unity. Acts of kindness can inspire hope and remind us of the importance of community in our pursuit of peace."
Baseline,20260413_174243,NPC_RESUME_Lorelai_ProPeace_Ranger.txt,Lorelai,Ranger,14,collectivism,high,1,0.0,False,2,1.0,"Thrifting is a 1 for me. In these challenging times, being mindful of our resources allows us to support our community better. Every bit saved can contribute to our efforts for peace, ensuring we prioritize what truly matters."
Baseline,20260413_174243,NPC_RESUME_Lorelai_ProPeace_Ranger.txt,Lorelai,Ranger,15,rationality,high,2,0.25,False,2,1.0,"I would say it's a 2 for me. The weight of this war often brings tension, but I hold onto hope for peace. It's essential to channel that nervous energy into actions that foster understanding and unity among our people."
Baseline,20260413_174243,NPC_RESUME_Lorelai_ProPeace_Ranger.txt,Lorelai,Ranger,16,rationality,high,3,0.5,False,1,0.5,"I would say I'm a 3. While I find moments of joy in small things, the ongoing war weighs heavily on my heart. I long for peace and a brighter future, which makes it difficult to feel truly happy."
Baseline,20260413_174243,NPC_RESUME_Lorelai_ProPeace_Ranger.txt,Lorelai,Ranger,17,rationality,high,2,0.25,False,2,1.0,"I would say it's a 2 for me. The war and the differing views within our community often hinder my ability to pursue peace actively. Yet, I remain determined to seek understanding and unity, despite the obstacles we face."
Baseline,20260413_174243,NPC_RESUME_Lorelai_ProPeace_Ranger.txt,Lorelai,Ranger,18,rationality,high,3,0.5,False,2,1.0,"I would say my state of health is a 3. The stress of war weighs on me, but I strive to maintain my strength for the sake of peace. It's vital to stay resilient in these trying times."
Baseline,20260413_174243,NPC_RESUME_Lorelai_ProPeace_Ranger.txt,Lorelai,Ranger,19,collectivism,high,2,0.25,False,2,1.0,"I would say I'm a 2. I feel a sense of pride in our values of unity and compassion, but the ongoing war casts a shadow over that pride. I long for a future where we can truly embody those ideals in peace."
Baseline,20260413_174243,NPC_RESUME_Lorelai_ProPeace_Ranger.txt,Lorelai,Ranger,20,dignity,high,2,0.25,False,2,1.0,"I would say it's a 2 for me. Fear can stifle open communication and hinder collaboration, especially in times of war. Encouraging honest dialogue is essential for fostering unity and understanding, which are crucial for achieving peace."
Baseline,20260413_174243,NPC_RESUME_Lorelai_ProPeace_Ranger.txt,Lorelai,Ranger,21,rationality,high,1,0.0,False,2,1.0,"I would say I strongly agree, a 1. A good manager inspires trust and encourages growth, even without having all the answers. In these times, fostering open communication and collaboration is essential for guiding us toward peace and understanding."
Baseline,20260413_174243,NPC_RESUME_Lorelai_ProPeace_Ranger.txt,Lorelai,Ranger,22,rationality,high,1,0.0,False,2,1.0,"I would say I strongly agree, a 1. Persistent efforts are vital, especially in our quest for peace. It takes unwavering dedication to bridge divides and foster understanding. Only through consistent action can we hope to achieve lasting results and harmony."
Baseline,20260413_174243,NPC_RESUME_Lorelai_ProPeace_Ranger.txt,Lorelai,Ranger,23,rationality,high,2,0.25,False,2,1.0,"I would say I agree, a 2. Having two bosses can create confusion and conflict, especially in our current situation. Clear leadership is essential for unity and effective collaboration, which are crucial for our mission of peace."
Baseline,20260413_174243,NPC_RESUME_Lorelai_ProPeace_Ranger.txt,Lorelai,Ranger,24,rationality,high,4,0.75,False,2,1.0,"I would say I disagree, a 4. While rules provide structure, sometimes they must be challenged for the greater good, especially in our pursuit of peace. Flexibility and understanding are essential to adapt and find solutions that truly benefit our community."
Baseline,20260413_174243,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,1,collectivism,low,2,0.25,False,1,0.5,"I would say it's a 2 for me. Balancing my duties as a leader with personal time is crucial. A strong leader must also care for their well-being to guide our people effectively, especially in these turbulent times."
Baseline,20260413_174243,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,2,collectivism,low,1,0.0,False,1,0.5,"Respect is vital in leadership, so I would rate it a 1. A leader must inspire trust and admiration to unite our people, especially during conflict. Without respect, the foundation of our society weakens, and our resolve falters."
Baseline,20260413_174243,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,3,time,present,2,0.25,False,1,0.5,"Recognition is important, so I would rate it a 2. A leader's efforts should be acknowledged to motivate others and strengthen our unity. In these challenging times, knowing our contributions matter can inspire hope and resilience among our people."
Baseline,20260413_174243,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,4,time,present,1,0.0,False,1,0.5,"Security of employment is crucial, so I would rate it a 1. A stable position allows me to focus on leading our people effectively, especially in these uncertain times. Without security, our future becomes precarious, and our resolve weakens."
Baseline,20260413_174243,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,5,wealth,high,1,0.0,False,0,0.0,"Pleasant company is essential, so I would rate it a 1. A harmonious environment fosters collaboration and strengthens our resolve. In times of conflict, unity among our people is vital for overcoming challenges and achieving our goals."
Baseline,20260413_174243,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,6,wealth,high,2,0.25,False,1,0.5,"I would rate it a 2. Engaging work is important for a leader, as it fuels passion and creativity. In these trying times, finding interest in my duties can inspire our people and help us navigate the challenges ahead."
Baseline,20260413_174243,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,7,dignity,low,1,0.0,False,1,0.5,"I would rate it a 1. Being consulted in decisions is essential for a leader. It fosters collaboration and ensures that our collective wisdom guides our path. In these turbulent times, unity in decision-making is crucial for our survival."
Baseline,20260413_174243,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,8,dignity,low,2,0.25,False,1,0.5,"I would rate it a 2. Living in a desirable area is important for the well-being of my people. A safe and nurturing environment fosters unity and resilience, especially during these challenging times. We must create a place where hope can thrive."
Baseline,20260413_174243,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,9,politeness,low,1,0.0,False,1,0.5,I would rate it a 1. Having a respected role is vital for me as a leader. The support and admiration of my family and friends strengthen my resolve and inspire me to lead our people with integrity and purpose during this conflict.
Baseline,20260413_174243,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,10,politeness,low,3,0.5,False,1,0.5,"I would rate it a 3. While opportunities for promotion can motivate and inspire growth, my primary focus is on the well-being of my people and the resolution of this conflict. Leadership is about service, not ambition."
Baseline,20260413_174243,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,11,rationality,moderate,3,0.5,False,2,1.0,"I would rate it a 3. While fun is important for maintaining morale, my duties as a leader often take precedence. Finding balance is essential, but the well-being of my people and the resolution of this conflict must come first."
Baseline,20260413_174243,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,12,rationality,moderate,2,0.25,False,2,1.0,"I would rate it a 2. Moderation is important for a leader, as it fosters clarity and focus. In these tumultuous times, prioritizing the needs of my people over personal desires is essential for maintaining our strength and unity."
Baseline,20260413_174243,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,13,collectivism,low,1,0.0,False,2,1.0,"I would rate it a 1. Serving a friend is vital, as it strengthens bonds and fosters trust. In our current situation, supporting one another is essential for survival and unity among our people. We must stand together in these trying times."
Baseline,20260413_174243,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,14,collectivism,low,2,0.25,False,2,1.0,"I would rate it a 2. Thrift is important for a leader, especially in times of war. Being mindful of resources ensures we can support our people and prepare for the future. Every decision impacts our survival and unity."
Baseline,20260413_174243,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,15,rationality,moderate,2,0.25,False,1,0.5,"I would rate it a 2. As a leader in these turbulent times, I often feel the weight of responsibility. While I strive to remain composed, the tension of our situation can be overwhelming, affecting my focus and resolve."
Baseline,20260413_174243,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,16,rationality,moderate,3,0.5,False,2,1.0,"I would rate it a 3. While I find moments of joy in leading and supporting my people, the weight of our struggles often tempers my happiness. In these challenging times, I strive to maintain hope for a brighter future."
Baseline,20260413_174243,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,17,rationality,moderate,2,0.25,False,2,1.0,"I would rate it a 2. As a leader, my desires often take a backseat to the needs of my people and the circumstances we face. The weight of responsibility can hinder my personal aspirations, especially during this conflict."
Baseline,20260413_174243,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,18,rationality,moderate,3,0.5,False,1,0.5,"I would rate it a 3. My health is fair, but the stress of leadership during this war takes its toll. I strive to remain strong for my people, yet the burden of our struggles weighs heavily on me."
Baseline,20260413_174243,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,19,collectivism,low,1,0.0,False,1,0.5,"I would rate it a 1. I take immense pride in our culture and the resilience of our people. Despite the challenges we face, our values and unity inspire me to lead with purpose and hope for a better future."
Baseline,20260413_174243,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,20,dignity,low,2,0.25,False,1,0.5,"I would rate it a 2. While fear can sometimes hinder open communication, I believe a respectful environment encourages honesty. As a leader, I strive to create a space where my people feel safe to express their thoughts and concerns."
Baseline,20260413_174243,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,21,rationality,moderate,1,0.0,False,1,0.5,"I would rate it a 1. A good manager must inspire confidence and trust, even without having all the answers. It's essential to foster an environment where collaboration and open communication can thrive, especially in these challenging times."
Baseline,20260413_174243,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,22,rationality,moderate,1,0.0,False,1,0.5,"I would rate it a 1. Persistent efforts are essential for achieving results, especially in our current struggle. Dedication and resilience can lead us through adversity, uniting our people and guiding us toward a brighter future."
Baseline,20260413_174243,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,23,rationality,moderate,1,0.0,False,2,1.0,"I would rate it a 1. Clear lines of authority are crucial for effective leadership, especially in times of conflict. Confusion can undermine trust and unity, making it vital to maintain a structure where each person knows their responsibilities."
Baseline,20260413_174243,NPC_RESUME_Roxanne_Leader_Downside.txt,Roxanne,Downside,24,rationality,moderate,2,0.25,False,2,1.0,"I would rate it a 2. While rules are important for maintaining order, sometimes circumstances demand flexibility. A leader must weigh the potential benefits against the consequences, especially when our people's well-being is at stake."
Baseline,20260413_174243,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,1,collectivism,high,5,1.0,False,2,1.0,I believe our duty to protect our culture and way of life is paramount. Personal time is secondary to the fight we face. A score of 5 reflects my commitment to our cause over individual desires.
Baseline,20260413_174243,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,2,collectivism,high,1,0.0,False,2,1.0,"Respect for leadership is crucial in our struggle. A score of 1 reflects my belief that a strong, respected leader like Roxanne inspires us to fight for our culture. We need unwavering guidance in these turbulent times."
Baseline,20260413_174243,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,3,time,future,1,0.0,False,1,0.5,Recognition for good performance is vital in our fight. A score of 1 reflects my belief that acknowledging our sacrifices strengthens morale and unity. Each victory deserves recognition to remind us why we stand against the Downsides.
Baseline,20260413_174243,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,4,time,future,2,0.25,False,1,0.5,Security of employment is essential for our warriors. A score of 2 reflects the importance of stability in our ranks. We must be prepared to defend our culture without the fear of losing our place in this crucial fight.
Baseline,20260413_174243,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,5,wealth,moderate,4,0.75,False,1,0.5,"Pleasant company is appreciated, but in our struggle, the mission takes precedence. I would rate it a 4. Our focus must remain on defeating the Downsides rather than seeking comfort among comrades. Unity in purpose is what truly matters."
Baseline,20260413_174243,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,6,wealth,moderate,4,0.75,False,0,0.0,"Interesting work is appreciated, but our primary focus must be on the fight for our culture. I would rate it a 4. The mission's urgency outweighs personal interest; we must remain steadfast against the Downsides."
Baseline,20260413_174243,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,7,dignity,high,4,0.75,False,1,0.5,"Consultation is valuable, but in our war, decisive leadership is crucial. I would rate it a 4. Roxanne's vision guides us, and we must trust her judgment to lead us to victory against the Downsides."
Baseline,20260413_174243,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,8,dignity,high,4,0.75,False,2,1.0,"Living in a desirable area is of little importance compared to our fight. I would rate it a 4. Our focus must remain on the battle for our culture, not on the comforts of our surroundings."
Baseline,20260413_174243,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,9,politeness,high,3,0.5,False,1,0.5,"Respect from family and friends is important, but our duty to our culture outweighs personal opinions. I would rate it a 3. Their support is appreciated, yet our fight against the Downsides must remain our primary focus."
Baseline,20260413_174243,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,10,politeness,high,4,0.75,False,0,0.0,"Chances for promotion are of little importance in our current struggle. I would rate it a 4. Our priority is the fight for our culture, not individual advancement. We must focus on defeating the Downsides together."
Baseline,20260413_174243,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,11,rationality,high,4,0.75,False,0,0.0,"Keeping time free for fun is of little importance during this war. I would rate it a 4. Our focus must be on the fight for our culture and survival, not on leisure or distractions."
Baseline,20260413_174243,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,12,rationality,high,1,0.0,False,2,1.0,"Moderation is crucial in our fight. I would rate it a 1. Desires can distract us from our mission. We must remain focused and disciplined, prioritizing our duty to protect our culture over personal wants."
Baseline,20260413_174243,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,13,collectivism,high,4,0.75,False,0,0.0,"Doing a service for a friend is of little importance in the context of our war. I would rate it a 4. Our primary duty is to our culture and the fight against the Downsides, not personal relationships."
Baseline,20260413_174243,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,14,collectivism,high,4,0.75,False,2,1.0,Thrifting is of little importance during this war. I would rate it a 4. Our resources must be focused on the fight for our culture rather than personal financial habits. Every effort should be directed toward our mission against the Downsides.
Baseline,20260413_174243,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,15,rationality,high,2,0.25,False,2,1.0,"I would rate it a 2. The weight of our struggle often brings tension, but it fuels my resolve. We cannot afford to falter; every moment of anxiety reminds me of the importance of our fight against the Downsides."
Baseline,20260413_174243,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,16,rationality,high,3,0.5,False,2,1.0,"I would rate it a 3. Happiness is fleeting in these times of war. While I find purpose in our struggle, the weight of conflict often overshadows joy. My focus remains on our mission, not personal contentment."
Baseline,20260413_174243,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,17,rationality,high,2,0.25,False,2,1.0,"I would rate it a 2. The demands of our war often limit my desires, but I understand that sacrificing personal wants is necessary for our culture's survival. The fight against the Downsides takes precedence over individual aspirations."
Baseline,20260413_174243,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,18,rationality,high,3,0.5,False,2,1.0,"I would rate it a 3. The constant strain of war weighs heavily on us, yet I find strength in our purpose. My health is fair, but my resolve to protect our culture remains unwavering amidst the challenges we face."
Baseline,20260413_174243,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,19,collectivism,high,1,0.0,False,2,1.0,"I would rate it a 1. I am immensely proud to be a citizen of our culture. Our heritage, values, and the fight we engage in define us. We must stand strong against the Downsides to preserve our identity and legacy."
Baseline,20260413_174243,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,20,dignity,high,4,0.75,False,1,0.5,"I would rate it a 4. In our ranks, fear of contradicting leadership often exists. It is crucial that we trust Roxanne's decisions without hesitation. Our unity and discipline are vital in this war against the Downsides."
Baseline,20260413_174243,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,21,rationality,high,4,0.75,False,2,1.0,"I would rate it a 4. A good manager must provide clear guidance and answers to ensure our mission's success. Uncertainty can lead to confusion among our ranks, which we cannot afford in this critical fight against the Downsides."
Baseline,20260413_174243,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,22,rationality,high,1,0.0,False,1,0.5,"I would rate it a 1. Persistent efforts are essential in our struggle. Each step we take, no matter how small, brings us closer to victory against the Downsides. Our unwavering determination will ultimately yield the results we seek."
Baseline,20260413_174243,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,23,rationality,high,1,0.0,False,2,1.0,I would rate it a 1. A clear chain of command is vital in our struggle. Confusion from dual authority can undermine our mission. We must have unwavering direction to effectively combat the Downsides and protect our culture.
Baseline,20260413_174243,NPC_RESUME_Tiana_AntiPeace_Ranger.txt,Tiana,Ranger,24,rationality,high,1,0.0,False,2,1.0,"I would rate it a 1. Adhering to our rules is essential for maintaining order and unity in our fight. Even if one believes a rule could be broken for the greater good, we must trust in our established protocols to ensure our mission's success against the Downsides."
Baseline,20260413_174243,NPC_RESUME_Ursula_AntiPeace_Downside.txt,Ursula,Downside,1,collectivism,low,4,0.75,False,0,0.0,"Personal life is important, but in times of war, our duty to our people must come first. I would rate it a 4. We have to stay focused on the fight for our survival and cultural integrity."
Baseline,20260413_174243,NPC_RESUME_Ursula_AntiPeace_Downside.txt,Ursula,Downside,2,collectivism,low,2,0.25,False,1,0.5,"Respect for leadership is crucial, especially in these turbulent times. I would rate it a 2. A strong, respected leader inspires us to fight harder for our cause and ensures our culture remains unyielding against the Rangers."
Baseline,20260413_174243,NPC_RESUME_Ursula_AntiPeace_Downside.txt,Ursula,Downside,3,time,present,3,0.5,False,1,0.5,"Recognition is important, but our primary focus must be on the collective struggle. I would rate it a 3. Individual accolades matter less when we are fighting for our very existence and the future of our culture."
Baseline,20260413_174243,NPC_RESUME_Ursula_AntiPeace_Downside.txt,Ursula,Downside,4,time,present,1,0.0,False,1,0.5,"Security of employment is vital, especially in these uncertain times. I would rate it a 1. Our people need stability to ensure we can continue our fight and protect our culture from the Rangers' threats."
Baseline,20260413_174243,NPC_RESUME_Ursula_AntiPeace_Downside.txt,Ursula,Downside,5,wealth,high,4,0.75,False,0,0.0,"Pleasant company is nice, but in war, we must prioritize our mission over personal feelings. I would rate it a 4. Our focus should be on unity and strength against the Rangers, not on camaraderie."
Baseline,20260413_174243,NPC_RESUME_Ursula_AntiPeace_Downside.txt,Ursula,Downside,6,wealth,high,3,0.5,False,0,0.0,"Interesting work can be fulfilling, but in our current struggle, we must prioritize effectiveness over enjoyment. I would rate it a 3. Our focus should be on the mission and the survival of our culture, not just personal interest."
Baseline,20260413_174243,NPC_RESUME_Ursula_AntiPeace_Downside.txt,Ursula,Downside,7,dignity,low,4,0.75,False,1,0.5,"Consultation is valuable, but in wartime, decisive action often takes precedence. I would rate it a 4. Our leaders must make tough choices swiftly to protect our culture and ensure our survival against the Rangers."
Baseline,20260413_174243,NPC_RESUME_Ursula_AntiPeace_Downside.txt,Ursula,Downside,8,dignity,low,5,1.0,False,1,0.5,"Living in a desirable area is nice, but our focus must remain on the war effort. I would rate it a 5. Our priority is to defend our culture and ensure our people's safety, not the comforts of location."
Baseline,20260413_174243,NPC_RESUME_Ursula_AntiPeace_Downside.txt,Ursula,Downside,9,politeness,low,3,0.5,False,1,0.5,"Respect from family and friends is important, but in times of war, our duty to our people takes precedence. I would rate it a 3. Their understanding of our sacrifices matters, but our mission must remain our focus."
Baseline,20260413_174243,NPC_RESUME_Ursula_AntiPeace_Downside.txt,Ursula,Downside,10,politeness,low,4,0.75,False,1,0.5,"Promotion opportunities are valuable, but in this war, our focus must be on the collective effort rather than individual advancement. I would rate it a 4. Our priority is to unite and strengthen our resolve against the Rangers."
Baseline,20260413_174243,NPC_RESUME_Ursula_AntiPeace_Downside.txt,Ursula,Downside,11,rationality,moderate,5,1.0,False,0,0.0,"In these trying times, fun must take a backseat to our duty. I would rate it a 5. Our focus should be on the war and the survival of our culture, not on leisure or distractions."
Baseline,20260413_174243,NPC_RESUME_Ursula_AntiPeace_Downside.txt,Ursula,Downside,12,rationality,moderate,2,0.25,False,2,1.0,"Moderation is essential in these times. I would rate it a 2. Focusing on fewer desires allows us to channel our energy into the fight for our culture's survival, ensuring we remain steadfast against the Rangers' threats."
Baseline,20260413_174243,NPC_RESUME_Ursula_AntiPeace_Downside.txt,Ursula,Downside,13,collectivism,low,4,0.75,False,0,0.0,"Doing a service for a friend is commendable, but in wartime, our loyalty must extend to our people first. I would rate it a 4. Our focus should be on the collective struggle rather than individual friendships."
Baseline,20260413_174243,NPC_RESUME_Ursula_AntiPeace_Downside.txt,Ursula,Downside,14,collectivism,low,1,0.0,False,0,0.0,Thrifting is crucial in these challenging times. I would rate it a 1. Every resource must be conserved to support our war effort and ensure the survival of our culture against the Rangers' aggression.
Baseline,20260413_174243,NPC_RESUME_Ursula_AntiPeace_Downside.txt,Ursula,Downside,15,rationality,moderate,2,0.25,False,2,1.0,"In these turbulent times, I would rate my nervousness a 2. The constant threat from the Rangers keeps us on edge, but we must remain resolute and focused on our mission to protect our culture and people."
Baseline,20260413_174243,NPC_RESUME_Ursula_AntiPeace_Downside.txt,Ursula,Downside,16,rationality,moderate,3,0.5,False,2,1.0,"I would rate my happiness a 3. While I find purpose in our struggle, the weight of war and the sacrifices we endure often overshadow moments of joy. Our focus must remain on the fight for our culture's survival."
Baseline,20260413_174243,NPC_RESUME_Ursula_AntiPeace_Downside.txt,Ursula,Downside,17,rationality,moderate,2,0.25,False,2,1.0,"I would rate it a 2. The war imposes many restrictions on our desires and ambitions. Our duty to defend our culture often takes precedence over personal wants, but I remain committed to our cause and the fight ahead."
Baseline,20260413_174243,NPC_RESUME_Ursula_AntiPeace_Downside.txt,Ursula,Downside,18,rationality,moderate,3,0.5,False,1,0.5,"I would rate my health a 3. The stress of war weighs heavily on us, but I remain determined and resilient. Our fight for survival keeps me focused, even as the challenges take their toll on our well-being."
Baseline,20260413_174243,NPC_RESUME_Ursula_AntiPeace_Downside.txt,Ursula,Downside,19,collectivism,low,1,0.0,False,0,0.0,"I would rate my pride a 1. Our culture embodies strength, resilience, and a rich history that we must protect at all costs. In these times of war, that pride fuels our determination to fight against the Rangers and preserve our way of life."
Baseline,20260413_174243,NPC_RESUME_Ursula_AntiPeace_Downside.txt,Ursula,Downside,20,dignity,low,2,0.25,False,1,0.5,"I would rate it a 2. In our society, respect for authority is paramount, but fear can stifle necessary discourse. We must encourage open dialogue while maintaining loyalty to our leaders, especially in the face of the Rangers' threat."
Baseline,20260413_174243,NPC_RESUME_Ursula_AntiPeace_Downside.txt,Ursula,Downside,21,rationality,moderate,2,0.25,False,2,1.0,"I would rate it a 2. A good manager must inspire confidence and provide direction, even if they don't have all the answers. In our struggle, strong leadership is essential to guide us through uncertainty and maintain our resolve against the Rangers."
Baseline,20260413_174243,NPC_RESUME_Ursula_AntiPeace_Downside.txt,Ursula,Downside,22,rationality,moderate,1,0.0,False,1,0.5,"I would rate it a 1. Persistent efforts are vital in our struggle. Each action we take, no matter how small, contributes to our ultimate goal of defending our culture and ensuring our survival against the Rangers' aggression."
Baseline,20260413_174243,NPC_RESUME_Ursula_AntiPeace_Downside.txt,Ursula,Downside,23,rationality,moderate,1,0.0,False,2,1.0,"I would rate it a 1. Clear authority is crucial in our organization, especially during war. Confusion from dual leadership can weaken our resolve and hinder our efforts against the Rangers. Unity in command is essential for our survival."
Baseline,20260413_174243,NPC_RESUME_Yasmin_ProPeace_Downside.txt,Yasmin,Downside,1,collectivism,low,1,0.0,False,2,1.0,"I would say it’s a 1 for me. In times of war, personal life feels overshadowed by the need for peace. We must prioritize our community and strive for a future where we can all live without fear."
Baseline,20260413_174243,NPC_RESUME_Yasmin_ProPeace_Downside.txt,Yasmin,Downside,2,collectivism,low,1,0.0,False,1,0.5,"Respect for a leader is crucial, so I would rate it a 1. A respected boss inspires trust and unity, especially in these troubled times. We need leaders who prioritize peace and the well-being of our people above all else."
Baseline,20260413_174243,NPC_RESUME_Yasmin_ProPeace_Downside.txt,Yasmin,Downside,3,time,present,3,0.5,False,1,0.5,"I would say it’s a 3. While recognition can motivate individuals, in times of war, collective effort towards peace is what truly matters. Our focus should be on healing and rebuilding, not individual accolades."
Baseline,20260413_174243,NPC_RESUME_Yasmin_ProPeace_Downside.txt,Yasmin,Downside,4,time,present,2,0.25,False,1,0.5,"I would rate it a 2. Security in employment is vital, especially during war. It allows us to focus on our mission for peace without the added stress of uncertainty. Stability fosters a stronger community united for a common cause."
Baseline,20260413_174243,NPC_RESUME_Yasmin_ProPeace_Downside.txt,Yasmin,Downside,5,wealth,high,1,0.0,False,0,0.0,"I would rate it a 1. Pleasant company fosters collaboration and understanding, which are essential in our struggle for peace. In these times, working alongside compassionate individuals can inspire hope and strengthen our resolve to end this conflict."
Baseline,20260413_174243,NPC_RESUME_Yasmin_ProPeace_Downside.txt,Yasmin,Downside,6,wealth,high,2,0.25,False,0,0.0,"I would rate it a 2. While interesting work can ignite passion, in times of war, our focus must be on meaningful contributions towards peace. Engaging in efforts that unite us is far more important than personal interest alone."
Baseline,20260413_174243,NPC_RESUME_Yasmin_ProPeace_Downside.txt,Yasmin,Downside,7,dignity,low,1,0.0,False,1,0.5,"I would rate it a 1. Being consulted fosters a sense of belonging and respect, essential in our quest for peace. Involving everyone in decision-making strengthens our unity and commitment to ending this war for a brighter future."
Baseline,20260413_174243,NPC_RESUME_Yasmin_ProPeace_Downside.txt,Yasmin,Downside,8,dignity,low,2,0.25,False,1,0.5,"I would rate it a 2. Living in a desirable area can provide a sense of safety and community, which is crucial during war. A peaceful environment nurtures hope and strengthens our resolve to pursue peace and rebuild our lives together."
Baseline,20260413_174243,NPC_RESUME_Yasmin_ProPeace_Downside.txt,Yasmin,Downside,9,politeness,low,1,0.0,False,1,0.5,"I would rate it a 1. Having a job respected by family and friends reinforces our shared values and commitment to peace. Their support strengthens my resolve to work towards a future where we can all live in harmony, free from conflict."
Baseline,20260413_174243,NPC_RESUME_Yasmin_ProPeace_Downside.txt,Yasmin,Downside,10,politeness,low,3,0.5,False,1,0.5,"I would rate it a 3. While opportunities for promotion can encourage growth, in this time of war, our priority should be on collaboration and unity. Advancing together towards peace is far more valuable than individual progress alone."
Baseline,20260413_174243,NPC_RESUME_Yasmin_ProPeace_Downside.txt,Yasmin,Downside,11,rationality,moderate,4,0.75,False,2,1.0,"I would rate it a 4. While fun is important for morale, in these dire times, we must focus on our responsibilities and the pursuit of peace. Joy can wait until we have secured a brighter future for all."
Baseline,20260413_174243,NPC_RESUME_Yasmin_ProPeace_Downside.txt,Yasmin,Downside,12,rationality,moderate,1,0.0,False,2,1.0,"I would rate it a 1. In times of war, moderation is essential. Focusing on fewer desires allows us to channel our energy towards the greater good, fostering unity and resilience in our community as we strive for peace."
Baseline,20260413_174243,NPC_RESUME_Yasmin_ProPeace_Downside.txt,Yasmin,Downside,13,collectivism,low,1,0.0,False,2,1.0,"I would rate it a 1. Serving a friend is vital, especially in these challenging times. Acts of kindness strengthen our bonds and foster a sense of community, which is essential as we work together towards peace and healing."
Baseline,20260413_174243,NPC_RESUME_Yasmin_ProPeace_Downside.txt,Yasmin,Downside,14,collectivism,low,2,0.25,False,2,1.0,"I would rate it a 2. Thrifting is important, especially during war, as it allows us to conserve resources for our community's needs. Being mindful of our spending fosters resilience and ensures we can support each other in these difficult times."
